key,en,pl
ginger_monster_1_1_a,"Alright, only one more foul fiend to go and I'm out!","Dobra, jeszcze tylko jeden plugawy pomiot i jestem wolny!"
ginger_monster_1_1_b,Finally! #1.00 I made it to the exit!,Nareszcie! #1.00 Dotarłem do wyjścia!
ginger_monster_1_1_c,Almost out.,Prawie na wolności.
ginger_monster_1_1_d,YOU guard the gate?,TY pilnujesz bramy?
ginger_monster_1_2_a,Submit!,Poddaj się!
ginger_monster_1_2_b,Die you fool!,Giń głupcze!
ginger_monster_1_2_c,Is this a joke?,To jakiś żart?
ginger_monster_1_2_d,I expected a more epic bossfight.,Spodziewałem się bardziej epickiej walki z bossem.
ginger_wanst_1_1_a,Oh wow it's you!,O rany to ty!
ginger_wanst_1_1_b,Aha!,Aha!
ginger_wanst_1_1_c,I've been dreaming of this moment for so long.,Tak długo śniłem o tej chwili.
ginger_wanst_1_1_d,"Let's talk business, traitor!","Porozmawiajmy konkretnie, zdrajco!"
ginger_wanst_1_2_a,Time to take revenge for that... #1.80 thing... you did!,Czas zemścić się za tę... #1.80 rzecz... którą zrobiłeś!
ginger_wanst_1_2_b,"Didn't expect you here, loser!","Nie spodziewałem się ciebie tutaj, przegrywie!"
ginger_wanst_1_2_c,Die!,Giń!
ginger_wanst_1_2_d,Slashy slashy!,Ciach ciach!
wanst_topoftower_32_1,I didn't mean to leave the bathroom this way. #2.50 Oh well.,Nie tak zamierzałem opuścić łazienkę. #2.50 No cóż.
wanst_topoftower_33_1,I... #0.70 hope I didn't leave the lid up...,"Ja... #0.70 mam nadzieję, że nie zostawiłem deski podniesionej..."
wanst_topoftower_34_1,This... is exactly where I wanted to end up. #2.50 Yes.,To... dokładnie tam chciałem trafić. #2.50 Tak.
wanst_topoftower_35_1,I should've brought something to defend myself with. #2.70 Next time I guess...,"Powinienem był zabrać coś do obrony. #2.70 Następnym razem, jak mniemam..."
wanst_topoftower_36_1,No gear no fear!,"Bez zbroi nikt się nie boi!"
wanst_topoftower_37_1,The toilet paper was out anyway.,Papier toaletowy i tak się skończył.
wanst_topoftower_gear_1_1,This time I come prepared!,Tym razem przybywam przygotowany!
wanst_topoftower_gear_2_1,I'm starting to understand this odd bathroom system.,Zaczynam rozumieć ten dziwaczny system łazienkowy.
wanst_topoftower_gear_3_1,Alright. #0.70 Back to work. #1.50 This gear shall come in handy...,Dobrze. #0.70 Wracamy do pracy. #1.50 Ten rynsztunek z pewnością się przyda...
wanst_topoftower_gear_4_1,This gear will help me get out again way easier. #1.80 So I can finally find the real toilet.,Ten sprzęt znacznie ułatwi mi ponowną ucieczkę. #1.80 Dzięki temu wreszcie znajdę prawdziwą toaletę.
wanst_topoftower_gear_5_1,I should cross that toilet off the list.,Powinienem skreślić tę toaletę z listy.
wanst_topoftower_gear_6_1,Fear my gear!,Patrz na mój szpej i ze strachu wiej!
wanst_banker_return_1_1_a,"Welcome back, sire.","Witaj z powrotem, panie."
wanst_banker_return_1_1_b,Hey there again!,No witaj ponownie!
wanst_banker_return_1_1_c,"Ah, you again.","Ach, znowu ty."
wanst_banker_return_1_1_d,"Hello, sire.","Witaj, panie."
wanst_banker_return_1_2_a,Nothing of interest has happened here.,Nie wydarzyło się tu nic ciekawego.
wanst_banker_return_1_2_b,What can I help you with?,W czym mogę pomóc?
wanst_banker_return_1_2_c,Your gold is in good hands.,Twoje złoto jest w dobrych rękach.
wanst_banker_return_1_2_d,Your money is in excellent shape.,Twoje pieniądze są w znakomitej formie.
wanst_banker_return_1_2_e,"No worries, your gold is still here.","Bez obaw, twoje złoto nadal tu jest."
wanst_banker_return_1_2_f,No bank robberies so far.,Na razie żadnych napadów na bank.
wanst_statuemaker_first_1_1_a,Hey buddy. #0.70 I feel like I want to contribute to the community. #3.50 I'm thinking of a gorgeous statue of myself.,Hej kolego. #0.70 Czuję potrzebę wniesienia czegoś do społeczności. #3.50 Myślę o wspaniałym posągu samego siebie.
wanst_statuemaker_first_1_1_b,"Hello, my crafty pal. #1.70 Do you happen to have any spare statues lying around?","Witaj, mój rzemieślniczy druhu. #1.70 Nie masz może gdzieś pod ręką zapasowych posągów?"
wanst_statuemaker_first_1_1_c,"Hey, I want to make this a better place. #2.50 With my gorgeous face right in the middle of the city.","Hej, chcę uczynić to miejsce lepszym. #2.50 Z moją cudowną twarzą w samym środku miasta."
wanst_statuemaker_first_1_2_a,Sure. #0.90 I can craft a sculpture that resembles you.,Jasne. #0.90 Mogę stworzyć rzeźbę podobną do ciebie.
wanst_statuemaker_first_1_2_b,I would love to celebrate your generosity. #3.50 In the form of a giant statue.,Chętnie uczczę twoją hojność. #3.50 W formie olbrzymiego posągu.
wanst_statuemaker_first_1_2_c,An enormous statue is surely #1.90 something everyone would like.,Ogromny posąg to z pewnością #1.90 coś co spodoba się każdemu.
wanst_statuemaker_first_1_3_a,Interested?,Zainteresowany?
wanst_statuemaker_first_1_3_b,Deal?,Umowa stoi?
wanst_statuemaker_first_1_3_c,What do you say?,Co ty na to?
wanst_statuemaker_accept_1_1,Gimme that!,Dawaj to!
wanst_statuemaker_accept_2_1,I'll take it!,Biorę!
wanst_statuemaker_accept_3_1,Take my money!,Bierz moje pieniądze!
wanst_statuemaker_accept_4_1,Let's mold some gold!,Ulepmy coś ze złota!
wanst_statuemaker_accept_5_1,Let them remember me!,Niech mnie zapamiętają!
wanst_statuemaker_accept_6_1,My shiny metal brother shall #1.80 protect y'all from now on!,Mój lśniący metalowy brat będzie #1.80 od teraz was wszystkich chronił!
wanst_statuemaker_accept_7_1,Deal! #0.60 I shall be remembered in gold.,Umowa stoi! #0.60 Zostanę zapamiętany w złocie.
wanst_statuemaker_accept_8_1,Right on! #0.80 Put my glory in gold.,Tak jest! #0.80 Zakuj moją chwałę w złoto.
wanst_statuemaker_success_1_1,Okay! #1.30 My workshop is ready to work it!,Dobrze! #1.30 Mój warsztat jest gotów do roboty!
wanst_statuemaker_success_2_1,Alright! #0.90 Shiny statue incoming!,Dobra! #0.90 Nadciąga lśniący posąg!
wanst_statuemaker_success_3_1,We'll never be rid of your shiny glory! #4.10 Cheers.,Nigdy nie pozbędziemy się twojej lśniącej chwały! #4.10 Na zdrowie.
wanst_statuemaker_nomoney_1_1_a,Uhm... #0.90 It looks like you don't have enough money #3.30 in your bank account right now. #5.50 I can't make a gold statue #7.80 with a handful of pennies...,"Yyy... #0.90 Wygląda na to, że nie masz teraz dość pieniędzy #3.30 na koncie w banku. #5.50 Nie zrobię złotego posągu #7.80 z garści miedziaków..."
